delay_days,rating,disputes,repeat_client,collab_count,income_volatility,reliability_risk
2.741785382528082,3.636876976849044,0,1,2,0.0035853449035147533,1
1.1543392470720384,4.0558459956882,0,1,2,0.3314078340393536,1
3.1192213452517312,4.234557786631343,0,0,2,0.3142462794918029,1
5.3075746410200635,5.0,0,1,1,0.11917223137970395,0
0.9146165631916601,4.622621249813504,1,0,0,0.19229470928630427,1
0.9146576076270486,3.865807372360044,0,0,3,0.6030352786887112,1
5.448032038768479,4.594414515767055,0,0,3,0.2749650159410275,0
3.418586822882272,3.781078404424654,0,0,3,0.7142342605066221,1
0.3263140351626197,4.833076421554829,0,1,2,0.0,0
2.8564001089649116,4.211550139272849,0,1,5,0.19557396275485042,0
0.34145576796884436,4.362545524504332,1,0,4,0.0,1
0.3356756160743579,4.930318659016876,0,0,4,0.05811550922163311,0
2.1049056789150855,3.8851345725663005,0,0,1,0.13435885886814053,1
-3.0,3.841152725954804,0,0,4,0.36306192535411824,1
-2.8122945812825817,4.166560269461598,0,1,1,0.3533652342160774,0
0.09428117689756821,4.815351540407727,0,1,3,0.16414193607447888,0
-1.0320778008360594,3.792261569809263,0,1,3,0.0,0
2.285618331488185,3.267137760755773,0,1,3,0.5955385746064306,0
-0.7700601888030274,4.2195364566364,1,1,1,0.24284705679272875,1
-2.030759253338229,4.6206963199643685,0,0,4,0.07674196593977214,0
5.164121922303885,4.880104699895532,1,0,6,0.35498615621401747,1
0.9355592487836608,4.214735455165841,0,0,4,0.3408890341046348,1
1.6688205117198096,4.235429357153599,0,1,0,0.23546470700000693,0
-2.0618704655336417,4.861560293702299,0,1,2,0.32970620312830096,0
0.13904318868704335,3.652103320121832,0,0,1,0.06899403191839631,0
1.7773064742746651,4.244591689926796,1,0,1,0.45198256863529673,1
-1.3774839435557569,4.476169555970023,0,0,3,0.10062658104862593,0
2.4392450458641797,4.579687488514014,0,1,2,0.1788860689393136,0
-0.0015967247970123388,4.196077322723648,0,0,4,0.4297603632303151,0
0.770765625516808,4.413776404682337,0,1,2,0.5407917930020467,1
-0.004266530573492355,3.4046690586348047,0,1,1,0.6171549136092678,0
6.130695461272344,4.136700635066461,0,0,3,0.5111596476933143,1
1.4662569381551651,4.581403485021787,0,1,2,0.23518556323964362,0
-1.144277322389751,4.007082386298128,0,1,5,0.0,0
3.5563622802579724,4.423593688635839,0,0,1,0.5810111171205787,1
-1.5521091249275556,4.578749000321079,0,1,4,0.5741391977809952,0
2.0221589875118884,4.2629803196568945,0,0,4,0.16560476932930085,1
-3.0,4.468185508398629,0,0,0,0.484237807564912,0
-1.8204651222460764,4.014906973886156,0,1,2,0.23356444121385228,0
1.9921530896728088,4.317355488121581,0,1,4,0.6002553767023457,1
3.346166449988526,4.644086467835689,0,1,0,0.1970270675192436,1
1.9284207029749263,4.462789184387374,0,1,1,0.6957302575097006,0
1.2108792940293986,4.1653874921744265,0,1,1,0.45722410951964915,1
0.747240761026778,4.489686561716318,0,1,3,0.6595089689371973,0
-2.1963049759185687,4.6858439162546475,0,1,1,0.20724054607002412,0
-0.29961052098677166,3.580023488569009,0,1,1,0.3810059208888386,1
0.34840307260053116,4.86362962598236,0,0,3,0.10614416033112692,0
4.142805565547289,4.2654981045275715,0,1,3,0.4687978504238393,1
2.3590457239211533,4.570195973296093,0,0,7,0.4798083065674249,1
-2.907600388406835,4.878898769458091,0,0,2,0.7794047836402374,0
2.3102099234869877,3.8513305211078137,0,0,2,0.3964079594439298,1
0.5372942989592087,4.116223599028982,0,1,2,0.44481884050121867,0
-0.19230500076489676,4.284580521649718,0,0,3,0.20583392469924364,0
3.02919072210217,4.086498591550229,0,0,9,0.4082758745270477,1
4.077498806239877,5.0,0,1,3,0.22402175826248324,0
3.8282002977904965,4.057291162469284,0,0,2,0.3231721517684,1
-0.5980438080565964,4.177781288205254,0,1,2,0.334903132309159,0
0.7269690603719635,4.481755612641191,0,0,1,0.2295390253301659,1
2.32815857850891,3.919140189569565,0,0,2,0.31258901930839866,1
3.938862817805898,4.241727715297495,0,0,2,0.22494096605731587,1
0.30206440538677515,4.526981304500071,0,1,1,0.22405377499323215,1
1.0358525583404572,4.266855838246996,0,0,3,0.5153329303004544,1
-1.2658374350150705,4.362645256440021,0,1,1,0.33508272836528225,0
-1.490516560201677,4.188267155020652,0,0,0,0.3694132544400554,1
3.531314555985495,3.7942118763276937,1,0,2,0.008539046202892808,1
4.890600071427057,4.528637284535696,0,0,6,0.384691666366078,1
1.3199746960491654,5.0,0,0,2,0.40608469279504755,0
4.00883224473006,4.4073606523133755,0,1,1,0.22033227546224943,1
2.404090062619085,4.49010564689902,0,1,1,0.7170059352521383,1
-0.11279938651281074,4.677089102046744,1,1,3,0.0,1
2.403489013771035,3.892267801381321,0,0,1,0.4568734271541093,1
5.345091416164923,5.0,0,0,2,0.4425609609909724,1
1.4104349022251212,4.480931518569121,1,0,1,0.4083165863998824,0
5.411609139535015,5.0,0,1,3,0.3352425411277246,1
-3.0,4.106786801790404,0,0,2,0.4101358645250075,0
3.5547562609380594,5.0,0,1,4,0.47363509591117875,1
1.717617670595428,4.710062197613913,0,0,3,0.15482248323360118,0
0.7524816238353313,4.621216034340944,0,0,2,0.3598391244360179,1
1.7294019413387558,4.4936097817412595,0,0,4,0.2633366315953392,0
-3.0,4.300588552770221,0,0,2,0.08124631995489826,0
0.9508202804062201,4.88021266338955,0,1,3,0.4434339949226579,0
2.392781428779366,4.4561439479392195,0,0,4,0.18712791506319332,1
5.19473511185379,3.6131721185651395,0,1,4,0.000428265044106535,1
0.20432445431588153,3.9531254153171993,1,0,2,0.1921778678596702,1
-0.5212340072329691,4.325661699122901,0,1,4,0.14022022038137388,0
0.2456073910386587,4.523999593266223,0,0,1,0.5056958018380221,0
3.7885052942551853,4.377364604440042,1,1,3,0.33063862811161554,1
2.321877774149211,4.887588315917466,0,1,7,0.576476549137988,1
0.17559949058240298,3.6195592543845505,0,1,1,0.16668875375339082,1
2.7831685827833903,4.457435174602065,0,0,1,0.47483397437929986,1
1.742693873370101,3.6728083098451383,0,1,2,0.8679245829615825,1
3.921612476332223,4.703884918193667,0,0,0,0.37120649342542805,1
-0.25513273469338094,4.362216514223199,1,0,4,0.47232977246463054,1
0.6808446335055794,4.567843988809647,0,0,3,0.43870353284508123,1
0.519729617169606,4.054446815764094,0,0,3,0.01558493451483467,1
-2.1587873703302964,4.9117859726631,0,1,1,0.41716345949349015,0
2.24030069266144,4.816689865623541,0,0,1,0.36129126412991375,0
2.152638180449723,4.633417721204755,0,1,1,0.24805052332033814,0
1.5127836416061522,4.348193101254624,0,1,8,0.12319272515902385,1
0.9135321665621328,4.631942914118053,0,0,0,0.4387966480654074,1
-2.0384268551260356,4.117242972805061,0,1,3,0.10551925207787571,0
0.4483866930866025,4.742222263608285,0,0,2,0.7267291209363794,1
0.6432137086830763,5.0,0,1,6,0.3228338166976257,0
-0.5056931730540475,4.828244223991675,0,0,4,0.05533859044269926,0
1.0967857208349772,4.108159012077037,0,1,2,0.1972007443343322,0
2.510127142036346,4.5445669269092415,0,1,1,0.24437313234203653,1
6.215464753026326,3.882743382496541,0,1,2,0.7824753307847692,1
1.9364445320795973,4.628956124470271,1,0,2,0.12308221063810071,1
2.143875976806911,4.580241365145016,0,0,1,0.27675654734972255,0
1.313885210584582,3.6520734641871346,1,0,1,0.1924343260269955,1
-3.0,3.9352864624350548,0,0,2,0.39985169711633284,0
1.4337153113769578,4.286744441302494,1,0,4,0.19562331725899107,1
1.6505755248525662,4.27965610114367,0,1,1,0.0721886667720579,0
7.658105281213215,3.9162092258324783,1,0,1,0.2609410840407602,1
1.0190975880471937,4.5555914917408735,0,0,4,0.24012123133355137,0
2.2538683558340313,4.500589443576205,0,1,5,0.18155112447519728,0
1.4132205757368916,4.322292347208593,1,1,1,0.1922379282205765,0
-1.4216950940488302,4.097683399936655,0,0,1,0.5369391595762006,0
4.357057036287552,4.819482850566626,0,0,3,0.23605195714649913,1
3.3798325817169355,5.0,0,0,1,0.07317446750431345,0
3.4775798676076173,4.206575406461385,1,0,3,0.20757680724002875,1
-0.7734686369868475,4.155133233138072,0,1,0,0.3108671318930785,0
5.0069857773402475,4.596483066164799,0,0,1,0.03274607268972918,1
-2.004627656980702,4.256788248101206,0,1,4,0.6251955920012797,0
2.967142734500676,4.344241119734707,0,1,2,0.47351589550125445,1
6.976139064524946,4.695861260689869,0,1,1,0.5860345487237559,1
-0.976340812826721,3.6362575649970834,0,0,2,0.3784256250975365,0
0.08425567599307016,4.927320929941068,0,0,1,0.0,0
1.7491284127191031,4.4290722097317365,1,1,0,0.6070667433277027,1
0.24131086470950192,4.235402742175128,0,0,2,0.12728632805802145,0
-2.3766585776653315,4.364306338311421,0,0,4,0.1435626511995802,1
1.6714074370150684,4.384971742008208,0,0,7,0.3312650287910887,1
-1.1557592843152622,3.70751947862203,0,0,5,0.5756459693340299,0
2.683981076587954,4.9979752909812944,0,1,2,0.51065742679048,0
-0.7985605855845077,4.416530252908248,0,0,2,0.4812562240352042,1
5.374836012543849,4.577200852178951,0,0,2,0.23763458942508933,1
-0.45813323084059276,4.7806199082296175,0,0,2,0.23447849478157762,1
0.694846209485811,3.99153501697588,0,1,3,0.36918873359601334,0
3.533793043424174,4.589388759614092,0,1,3,0.27398583174329344,1
-1.577160791084888,4.292943563640483,0,1,5,0.4778635814658706,0
2.0686498365103234,4.738708310086598,0,0,7,0.4660235328990453,0
4.76785688570607,3.5491090318594023,0,0,2,0.4182682642345411,0
-2.518708086403069,4.360362279903493,0,0,3,0.0,0
1.9615846463307605,4.1588717376864155,0,1,3,0.3255976727354528,1
2.1497069856210587,4.572905180253662,0,1,2,0.2782292238534598,0
3.4545571794432757,4.588017674947281,0,1,0,0.33360512035190626,0
-1.5923767771952049,4.11694964207119,0,0,1,0.1491350722907186,0
-1.801141532710691,4.115130454329583,0,1,3,0.035042817920154956,1
2.804853914042244,4.355733852577068,0,0,3,0.392627695995008,1
2.242461683082965,4.041343109073917,1,1,2,0.22873973645358758,1
2.1262321258646915,4.736793478180851,1,0,3,0.4149385987415199,1
2.366120523742439,4.252317119821022,0,1,2,0.16581712446304575,0
-0.20006180394622697,3.2372047122713434,0,0,4,0.5831821280985353,1
2.0806342429025086,4.250071177351278,0,0,4,0.5002129685141526,1
2.232681183246703,3.9845824716624114,0,1,1,0.35936542170917607,0
-0.2858785450659196,3.7474896738156223,0,0,3,0.25734231732281054,1
6.164436277861891,3.905029344710971,0,1,5,0.4704817755596394,1
2.684582302279469,4.443763388733188,0,1,1,0.3785095630474812,0
-1.4782587430066214,4.931456331299293,0,1,1,0.34771683758612093,1
3.1413840215845745,4.5252737895459925,0,0,2,0.5085730819119217,1
-0.9367041755683037,4.157398644713704,0,0,2,0.5853072308813281,1
3.46771150935613,4.582361678068281,0,1,1,0.04951776310289108,0
4.39648894751851,4.216363875912403,0,0,6,0.0899231785300387,1
-0.5517057958792764,4.122159852334742,0,1,1,0.1439478549042404,0
3.9084403231108045,3.9382549327068066,0,0,3,0.0,1
2.5319523173412457,3.6992684772993125,0,0,3,0.28745029488616974,0
3.555150399986225,4.244030517376222,0,0,2,0.42002329104890124,1
6.241982456634869,4.463221395968053,0,0,2,0.29571634100953265,1
0.8865297099928238,4.361350531994044,0,0,0,0.19317567167742083,1
-0.38434041089372384,4.233613228821057,0,1,3,0.5252915514258316,0
-0.723786074063808,4.021701575721288,1,1,6,0.3281112806413499,1
-0.5395257124135959,4.643298476673988,0,0,2,0.3685965934732637,0
1.3072457264647395,3.8731472320213665,0,1,0,0.530846960979952,1
2.35287993704161,4.710411165537391,0,0,4,0.2753516122297732,1
2.1917269983250476,3.99911319242931,0,1,0,0.7120428145249362,1
3.5679581225900594,4.099025905058786,0,1,1,0.2104369992256468,0
1.5325047296947676,3.8132859237537295,1,1,4,0.6995896409025799,1
5.133835192893292,4.199439141245746,0,0,3,0.10505296361751587,1
0.8383579169051099,4.790124983391192,0,0,0,0.4034969805760883,0
8.300422916474048,4.606251235377583,1,0,1,0.17149356623875256,1
3.0641683694125152,4.791368844811214,0,1,6,0.5239132233962185,1
-0.6428938910407065,4.608857018373575,0,0,2,0.2043534784283143,1
-1.1772312451527807,3.9585320685878527,0,1,4,0.35817423812881716,0
2.706181038107963,4.267684310268978,0,0,0,0.16989160079168605,1
0.9413430366853728,4.087920348353015,0,1,3,0.48744503473332285,1
3.2850012352302302,4.932229961615617,0,0,5,0.1688497478721721,1
2.683094061433862,3.9212845414294755,0,0,2,0.6366829689485337,1
1.3179277183578182,4.757479075755644,0,0,5,0.1008005786077219,0
-0.6169842951710125,4.7571815480435085,1,0,1,0.030874416334370602,1
-2.2871180617146614,5.0,0,0,3,0.49031041561581723,0
